Id,Names,Indications,Counter-Indications
/drug/id/1284,"['Actifen  (Gebro)', 'Deltaran  (Strathmann)', 'Dexoptifen  (Spirig)', 'Seractil  (Genus)']","['Dental pain', 'dysmenorrhea', 'muscular pain and osteoarthritis']","['Aspirin', 'Celecoxib', 'Citalopram', 'Etoricoxib', 'Fluoxetine', 'NSAIDs', 'Paroxetine Hydrochloride', 'Venlafaxine', 'Warfarin']"
/drug/id/3505,['Tanzeum (GSK)'],['To improve glycemic control in adults with Type II diabetes mellitus'],['None known']
/drug/id/1,"['Epzicom (ViiV)', 'Triumeq (ViiV)', 'Trizivir (ViiV)', 'Ziagen (ViiV)']",['HIV infections in combination with other antiretrovirals'],"['Alcohol', 'Arbutamine', 'Argatroban', 'Arsenic', 'Darunavir', 'Ganciclovir', 'Lopinavir', 'Methadone', 'Phenobarbital', 'Phenytoin', 'Protease inhibitors', 'Ribavirin', 'Rifampin', 'Tipranavir', 'Valganciclovir']"
/drug/id/246,['Hectorol (Genzyme)'],['Secondary hyperparathyroidism in patients with chronic kidney disease on dialysis'],"['Aminoglutethimide', 'Cholestyramine', 'Erythromycin', 'Ketoconazole', 'Magnesium-containing antacids', 'Mineral oil', 'Phenobarbital']"
/drug/id/1237,['Neupro (Schwarz)'],"['Parkinsonism', 'restless legs syndrome']","['Antipsychotics', 'Levomepromazine', 'Memantine', 'Methyldopa', 'Metoclopramide', 'Risperidone', 'Zuclopenthixol']"
/drug/id/1322,"['Harkoseride', 'Vimpat (UCB Pharma)']",['Partial-onset seizures '],"['Alcohol', 'Antipsychotics', 'Carbamazepine', 'Chloroquine', 'Fosphenytoin', 'Hydroxychloroquine', 'Lamotrigine', 'MAO inhibitors', 'Mefloquine', 'Orlistat', 'Phenobarbital', 'Phenytoin', 'Pregabalin', 'SSRIs', ""St John\\'s Wort"", 'Tricyclic antidepressants']"
/drug/id/798,['Tryptan'],"['Insomnia', 'depression', 'myofascial pain', 'premenstrual syndrome', 'aid to smoking cessation', 'bruxism']","['Citalopram', 'Duloxetine', 'Fluoxetine', 'Fluvoxamine', 'Isocarboxazid', 'Linezolid', 'Milnacipran', 'Paroxetine Hydrochloride', 'Phenelzine', 'Sibutramine', 'Tranylcypromine', 'Vilazodone']"
/drug/id/291,"['Pro-Cure', 'Propecia (Merck)', 'Proscar (Merck)', 'Proscar 5']","['Benign prostatic hypertrophy', 'male-pattern baldness']",['None known']
/drug/id/268,"['Cellmusin', 'Emcyt (Pfizer)']",['Prostate carcinoma'],['Aldesleukin']
/drug/id/16,['Panretin (Ligand)'],['Kaposi’s sarcoma cutaneous lesions'],"['Ketoconazole', 'Simvastatin', 'Vitamin A']"
/drug/id/1034,['Alimta (Lilly)'],"['Non-squamous non-small cell lung cancer', 'mesothelioma (in combination with cisplatin)']","['Clozapine', 'Digoxin', 'Leflunomide', 'Meloxicam', 'Natalizumab', 'Nephrotoxic drugs', 'NSAIDs', 'Phenytoin', 'Pimecrolimus', 'Probenecid', 'Pyrimethamine', 'Sipuleucel-T', 'Tacrolimus', 'Trastuzumab', 'Vaccines']"
/drug/id/3587,['Beleodaq (Spectrum)'],['Peripheral T-cell lymphoma'],['Strong UGT1A1 inhibitors']
/drug/id/1049,['Lexiva (ViiV)'],['HIV infections (in combination with other antiretrovirals)'],"['Amiodarone', 'Atorvastatin', 'Avanafil', 'Bepridil', 'Carbamazepine', 'Darifenacin', 'Delavirdine', 'Dihydroergotamine', 'Efavirenz', 'Etravirine', 'Flecainide', 'Flibanserin', 'Itraconazole', 'Ketoconazole', 'Lidocaine', 'Lopinavir', 'Lovastatin', 'Midazolam', 'Mifepristone', 'Nevirapine', 'Olaparib', 'Phenobarbital', 'Phenytoin', 'Pimozide', 'Posaconazole', 'Propafenone', 'Quinidine', 'Quinine', 'Rifabutin', 'Rifampin', 'Rilpivirine', 'Ritonavir', 'Rivaroxaban', 'Rosuvastatin', 'Sildenafil', 'Simeprevir', 'Simvastatin', ""St John\\'s Wort"", 'Tadalafil', 'Telaprevir', 'Telithromycin', 'Tipranavir', 'Triazolam', 'Vardenafil', 'Warfarin']"
/drug/id/372,['Ismotic'],['Acute angle-closure glaucoma'],['Sildenafil']
/drug/id/1021,"['Mimpara (Amgen)', 'Sensipar (Amgen)']","['Secondary hyperparathyroidism', 'parathyroid carcinoma']","['Amitriptyline', 'Antifungal agents', 'Atomoxetine', 'Carvedilol', 'Codeine', 'Conivaptan', 'CYP2D6 substrates', 'CYP3A4 inhibitors', 'Dasatinib', 'Desipramine', 'Fesoterodine', 'Flecainide', 'Food', 'Itraconazole', 'Ketoconazole', 'Metoprolol', 'Nebivolol', 'PEG-Interferon', 'Tacrolimus', 'Tamoxifen', 'Tetrabenazine', 'Thioridazine', 'Tramadol', 'Tricyclic antidepressants', 'Voriconazole']"
/drug/id/913,"['Amjevita (Amgen)', 'Humira (AbbVie)']","['Rheumatoid arthritis', 'polyarticular juvenile idiopathic arthritis', 'psoriatic arthritis', 'ankylosing spondylitis', ""Crohn's disease"", 'ulcerative colitis', 'psoriasis']","['Abatacept', 'Anakinra', 'Live vaccines']"
/drug/id/698,"['Sirdalud', 'Ternalax', 'Ternelin', 'Zanaflex (Acorda)']","['Muscle spasticity', 'multiple sclerosis']","['Acebutolol', 'Alfuzosin', 'Benazepril', 'Captopril', 'Cilazapril', 'Ciprofloxacin', 'Enalapril', 'Fluvoxamine', 'Fosinopril', 'Irbesartan', 'Lisinopril', 'Norfloxacin', 'Obeticholic Acid', 'Olmesartan', 'Phenytoin', 'Quinapril', 'Ramipril', 'Rofecoxib', 'Teriflunomide', 'Trandolapril']"
/drug/id/241,"['Cosopt (Merck)', 'Trusopt (Banyu)']","['Glaucoma', 'ocular hypertension']",['None known']
/drug/id/655,"['Kabikinase (Pfizer)', 'Streptase (AstraZeneca)']","['Pulmonary embolism', 'acute myocardial infarction']","['Bivalirudin', 'Lepirudin']"
/drug/id/4417,"['Cuvitru (Shire)', 'Hizentra (CSL Behring)', 'Vivaglobin (CSL Behring)']",['Primary immune deficiency'],['None known']
/drug/id/29,"['Aerolate', 'Aminophyllin', 'Bronkodyl', 'Choledyl', 'Corophyllin', 'Elixophyllin (Forest)', 'Euphyllin', 'Norphyl', 'Palaron', 'Phyllocontin (Napp)', 'Phyllotemp', 'Planphylline', 'Quibron (Monarch)', 'Slo-Bid', 'Somophyllin', 'Tefamin', 'Theo-Dur', 'Truphylline']",['Prevention or treatment of reversible bronchospasm'],"['Adenosine', 'Anagrelide', 'Arformoterol', 'Azithromycin', 'BCG Vaccine', 'Caffeine', 'Capsicum', 'Carbimazole', 'Cimetidine', 'Ciprofloxacin', 'Clorazepate', 'Cocoa', 'Erythromycin', 'Eucalyptus', 'Febuxostat', 'Fluvoxamine', 'Halothane', 'Indacaterol', 'Influenza Vaccine', 'Levofloxacin', 'Mebendazole', 'Methylprednisolone', 'Moxifloxacin', 'Nilutamide', 'Norfloxacin', 'Obeticholic Acid', 'Ofloxacin', 'Oral Contraceptives', 'Prednisolone', 'Prednisone', 'Propranolol', 'Rasagiline', 'Raspberry Leaf', 'Roflumilast', 'Ropivacaine', 'Roxithromycin', ""St John\\'s Wort"", 'Torasemide', 'Torsemide', 'Triamcinolone', 'Zafirlukast']"
/drug/id/594,"['Concordin', 'Triptil', 'Vivactil (Odyssey)']",['Depression'],"['Amprenavir', 'Arbutamine', 'Clonidine', 'Epinephrine', 'Formoterol', 'Guanethidine', 'Isocarboxazid', 'Linezolid', 'MAO inhibitors', 'Phenelzine', 'Quinolones', 'Sparfloxacin', 'Tranylcypromine']"
/drug/id/1050,"['Xifaxan (Salix)', 'Xifaxanta (Norgine)']","['Diarrhea in travelers (caused by non-invasive strains of ', 'E. coli', '); reduction in risk of overt hepatic encephalopathy recurrence (in adults)']",['BCG Vaccine']
/drug/id/706,['Detrol (Pharmacia & Upjohn)'],['Urinary incontinence'],"['Itraconazole', 'Ketoconazole', 'Lopinavir', 'Nelfinavir', 'Sotalol', 'Voriconazole', 'Warfarin']"
/drug/id/1227,"['Rotarix (GSK)', 'RotaTeq (Merck)']",['Prevention of rotavirus gastroenteritis '],['None known']
/drug/id/1374,['Dicynene  (Sanofi-Aventis)'],['Primary and IUD-induced menorrhagia'],['None known']
/drug/id/385,['Zaditor (Novartis)'],['Allergic conjunctivitis'],['Metformin']
/drug/id/3327,['Mekinist (Novartis)'],['Melanoma (unresectable or metastatic) in patients with BRAF V600E or V600K mutations'],['None known']
/drug/id/3787,['Brisdelle (Noven)'],['Vasomotor symptoms associated with the menopause'],"['Eluxadoline', 'Linezolid', 'MAO inhibitors', 'Methylene blue', 'Pimozide', 'Tamoxifen', 'Thioridazine']"
/drug/id/870,['Clarinex (Schering)'],"['Allergic rhinitis', 'urticaria']",['None known']
/drug/id/558,"['Dionephrine', 'Dura-Vent', 'Neo-Synephrine', 'Novahistine', 'Prefrin Liquifilm', 'Prolex-D', 'Rynatan (MedPointe)', 'Tussi-12D (MedPointe)']","['Nasal congestion', 'glaucoma', 'hypotension']","['Epinephrine', 'Furazolidone', 'Iobenguane', 'MAO inhibitors', 'Oxprenolol', 'Phenelzine', 'Tranylcypromine']"
/drug/id/1294,"['Celsentri (ViiV)', 'Selzentry (ViiV)']",['HIV infection'],"['Atazanavir', 'Clarithromycin', 'Conivaptan', 'CYP3A4 inhibitors or inducers', 'Darunavir', 'Dasatinib', 'Deferasirox', 'Delavirdine', 'Efavirenz', 'Etravirine', 'Indinavir', 'Ketoconazole', 'Lopinavir', 'Nelfinavir', 'Oxcarbazepine', 'Rifampin', 'Rifapentine', 'Ritonavir', 'Saquinavir', ""St John\\'s Wort"", 'Telithromycin', 'Voriconazole']"
/drug/id/658,['Anectine (Sabex)'],['Skeletal muscle relaxation during general anesthesia'],"['Amikacin', 'Aminoglycosides', 'Donepezil', 'Galantamine', 'Gentamicin', 'Hydromorphone', 'Kanamycin', 'Levomepromazine', 'Neomycin', 'Neostigmine', 'Paromomycin', 'Physostigmine', 'Pipecuronium', 'Pralidoxime', 'Quinine', 'Streptomycin', 'Tapentadol', 'Thalidomide', 'Tobramycin', 'Vancomycin', 'Vecuronium']"
/drug/id/14,"['Alendronic acid', 'Binosto (Mission)', 'Fosalan', 'Fosamax (Merck)']","['Osteoporosis in postmenopausal women', 'Paget\\xe2\\x80\\x99s disease']",['None known']
/drug/id/993,['Fabrazyme (Genzyme)'],['Fabry disease'],['None known']
/drug/id/1344,"['Cisordinol', 'Clopixol (Lundbeck)', 'Clopixol-Acuphase', 'Depot']","['Psychoses', 'especially schizophrenia']","['ACE inhibitors', 'Alcohol', 'Alpha blockers', 'Amantadine', 'Amiodarone', 'Angiotensin II receptor antagonists', 'Antiarrythmics', 'Anticholinergics', 'Antihistamines', 'Antipsychotics', 'Anxiolytics and hypnotics', 'Apomorphine', 'Arsenic', 'Artemether/Lumefantrine', 'Atomoxetine', 'Atropine Sulfate', 'Barbiturates', 'Bromocriptine', 'Cabergoline', 'Calcium channel blockers', 'Carbamazepine', 'Cisapride', 'Clozapine', 'CNS depressants', 'Corticosteroids', 'Digoxin', 'Disopyramide', 'Dofetilide', 'Doxazosin', 'Efavirenz', 'Erythromycin', 'Ethosuximide', 'General anesthetics', 'Guanethidine', 'Histamine', 'Hydralazine', 'Levodopa', 'Lithium', 'Memantine', 'Methadone', 'Methyldopa', 'Metoclopramide', 'Moxifloxacin', 'Opioid analgesics', 'Oxcarbazepine', 'Pergolide', 'Phenytoin', 'Piperazine', 'Pramipexole', 'Primidone', 'Quinidine', 'Ritonavir', 'Ropinirole', 'Rotigotine', 'Sibutramine', 'Sodium Oxybate', 'Sotalol', 'Synpathomimetics', 'Tetrabenazine', 'Thiazide diuretics', 'Thioridazine', 'Tramadol', 'Tricyclic antidepressants', 'Valproic Acid']"
/drug/id/963,['Somavert (Pfizer)'],['Acromegaly'],"['Acarbose', 'Exenatide', 'Hydromorphone', 'Insulin', 'Latex', 'Metformin', 'Opioids', 'Oral hypoglycemics', 'Pioglitazone', 'Saxagliptin', 'Tapentadol']"
/drug/id/1172,['Teslac (Bristol-Myers Squibb)'],['Advanced disseminated breast carcinoma'],['Anticoagulants']
/drug/id/4377,['Xiidra (Shire)'],['Ophthalmic solution for dry eye disease'],['None known']
/drug/id/1157,"['Abbocillin', 'Apo-Pen', 'Novapen-VK', 'Ospen', 'Penbeta', 'Phenoxymethylpenicillin', 'V-cillin K (Lilly)']","['Cellulitis', 'endocarditis', 'erysipelas', 'oral infections', 'otitis media', 'rheumatic fever', 'scarlet fever', 'tonsillitis']","['Estrogens', 'Methotrexate', 'Minocycline', 'Neomycin', 'Phenindione', 'Probenecid', 'Sulfinpyrazone', 'Warfarin']"
/drug/id/584,"['Liranol', 'Prazine', 'Protactyl', 'Savamine', 'Talofen']","['Psychotic disorders', 'schizophrenia']",['Sparfloxacin']
/drug/id/1245,"['Joicela (Novartis)', 'Prexige  (Novartis)']",['Osteoarthritis'],['Aspirin']
/drug/id/1352,"['Berinert  (CSL Behring)', 'Cinryze  (Viropharma)']",['Hereditary angioedema type I and II'],['None known']
/drug/id/1414,['Ultiva (GSK)'],['Induction and maintenance of general anesthesia for inpatient and outpatient procedures'],['None known']
/drug/id/71,"['Bapadin', 'Bepricol', 'Cordium', 'Cruor', 'Vascor']",['Angina pectoris'],"['Amisulpride', 'Amprenavir', 'Atazanavir', 'Boceprevir', 'Celiprolol', 'Ciprofloxacin', 'Cobicistat/Elvitegravir/Emtricitabine/Tenofovir Alafenamide', 'Cobicistat/Elvitegravir/Emtricitabine/Tenofovir Disoproxil', 'Delavirdine', 'Efavirenz', 'Enoxacin', 'Epirubicin', 'Fosamprenavir', 'Gatifloxacin', 'Indinavir', 'Lomefloxacin', 'Lopinavir', 'Mistletoe', 'Moxifloxacin', 'Nilotinib', 'Norfloxacin', 'Ofloxacin', 'Quinolones', 'Ribociclib', 'Ritonavir', 'Sotalol', 'Sparfloxacin', 'Telaprevir', 'Tipranavir']"
/drug/id/755,"['Aldocumar', 'Coumadin (Bristol-Myers Squibb)', 'Coumadine', 'Marevan', 'Waran', 'Warfilone']","['Thromboembolic disease', 'pulmonary embolism']","['Acemetacin', 'Amiodarone', 'Amobarbital', 'Amprenavir', 'Antithyroid agents', 'Aprepitant', 'Aprobarbital', 'Aspirin', 'Atazanavir', 'Atorvastatin', 'Azathioprine', 'Azithromycin', 'Barbiturates', 'Beclomethasone', 'Betamethasone', 'Bezafibrate', 'Bismuth', 'Bivalirudin', 'Boceprevir', 'Bosentan', 'Butabarbital', 'Capecitabine', 'Cefixime', 'Celecoxib', 'Ceritinib', 'Chondroitin', 'Cimetidine', 'Ciprofloxacin', 'Clarithromycin', 'Clofibrate', 'Clopidogrel', 'Clorazepate', 'Co-Trimoxazole', 'Cobicistat/Elvitegravir/Emtricitabine/Tenofovir Alafenamide', 'Cobicistat/Elvitegravir/Emtricitabine/Tenofovir Disoproxil', 'Colesevelam', 'Cyclosporine', 'Danazol', 'Daptomycin', 'Darunavir', 'Delavirdine', 'Desvenlafaxine', 'Dexamethasone', 'Dexibuprofen', 'Dexlansoprazole', 'Diclofenac', 'Dicloxacillin', 'Dirithromycin', 'Disulfiram', 'Dronedarone', 'Duloxetine', 'Econazole', 'Efavirenz', 'Enzalutamide', 'Ergotamine', 'Erlotinib', 'Erythromycin', 'Eslicarbazepine', 'Etoricoxib', 'Exenatide', 'Fenofibrate', 'Fluconazole', 'Flunisolide', 'Fluoxymesterone', 'Fosamprenavir', 'Gefitinib', 'Gemfibrozil', 'Glucagon', 'Grapefruit Juice', 'Heparin', 'Imatinib', 'Influenza Vaccine', 'Itraconazole', 'Ketoconazole', 'Leflunomide', 'Lepirudin', 'Letermovir', 'Levofloxacin', 'Levothyroxine', 'Liothyronine', 'Liraglutide', 'Lomitapide', 'Lopinavir', 'Menadione', 'Mephobarbital', 'Methimazole', 'Methyl salicylate', 'Methylprednisolone', 'Methyltestosterone', 'Metronidazole', 'Miconazole', 'Mifepristone', 'Moricizine', 'Moxifloxacin', 'Nafcillin', 'Nalidixic Acid', 'Nandrolone', 'Nilutamide', 'Norfloxacin', 'Obeticholic Acid', 'Ofloxacin', 'Omeprazole', 'Oritavancin', 'Orlistat', 'Pantoprazole', 'PEG-Interferon', 'Penicillin G', 'Penicillin V', 'Penicillins', 'Pentobarbital', 'Phenobarbital', 'Phenylbutazones', 'Phytonadione', 'Piperacillin', 'Piroxicam', 'Prasugrel', 'Primidone', 'Propoxyphene', 'Propranolol', 'Propylthiouracil', 'Quinidine', 'Quinine', 'Rabeprazole', 'Resveratrol', 'Rifampin', 'Rifapentine', 'Rofecoxib', 'Romidepsin', 'Ropinirole', 'Rosuvastatin', 'Roxithromycin', 'Salicylates', 'Secobarbital', 'Simvastatin', 'Sitaxentan', 'Sorafenib', ""St John\\'s Wort"", 'Stanozolol', 'Sulfamethoxazole', 'Sulfinpyrazone', 'Sulfisoxazole', 'Sulfonamides', 'Sulindac', 'Tamsulosin', 'Tegafur/Gimeracil/Oteracil', 'Telaprevir', 'Telithromycin', 'Teriflunomide', 'Testosterone', 'Tibolone', 'Tigecycline', 'Tinidazole', 'Tolmetin', 'Tolterodine', 'Triamcinolone', 'Troleandomycin', 'Uracil/Tegafur', 'Valdecoxib', 'Vemurafenib', 'Venlafaxine', 'Vilazodone', 'Vitamin A', 'Vitamin E', 'Zafirlukast', 'Zileuton']"
/drug/id/119,"['Cefmore', 'Cefoxin', 'Lephocin', 'Mefoxil', 'Mefoxin (Merck)', 'Mefoxitin']",['Various infections caused by susceptible organisms'],['None known']
/drug/id/394,"['Carcinil', 'Eligard (Sanofi-Aventis)', 'Enantone', 'Leuprorelin', 'Lucrin', 'Lupron (TAP)', 'Lupron Depot-Ped (AbbVie)', 'Procren Depot', 'Procrin', 'Tapros', 'Viadur (Bayer)']","['Prostate carcinoma', 'endometriosis']",['None known']
/drug/id/875,"['Dulera (Merck Sharpe & Dohme)', 'Foradil (Novartis)', 'Perforomist (Mylan)', 'Symbicort (AstraZeneca)']","['Asthma', 'bronchospasm']","['Beta blockers', 'Clomipramine', 'Desipramine', 'Doxepin', 'Imipramine', 'Iobenguane', 'Nortriptyline', 'Protriptyline', 'Trimipramine']"
/drug/id/1115,['Naglazyme (BioMarin)'],['Mucopolysaccharidosis'],['None known']
/drug/id/4337,['Ocaliva (Intercept)'],['Primary biliary cholangitis'],"['Aminophylline', 'Tizanidine', 'Warfarin']"
/drug/id/3127,"['Carbometyx (Exelixis)', 'Cometriq (Exelixis)']",['Metastatic medullary thyroid cancer (Cometriq); advanced renal cell carcinoma (Cabometyx)'],"['Atazanavir', 'Boceprevir', 'Carbamazepine', 'Clarithromycin', 'Conivaptan', 'Grapefruit Juice', 'Indinavir', 'Itraconazole', 'Ketoconazole', 'Lopinavir', 'Nefazodone', 'Nelfinavir', 'Phenobarbital', 'Phenytoin', 'Posaconazole', 'Rifabutin', 'Rifampin', 'Rifapentine', 'Ritonavir', 'Saquinavir', ""St John\\'s Wort"", 'Telithromycin', 'Voriconazole']"
/drug/id/1231,['Splenda (McNeil)'],['Weight reduction'],['None known']
/drug/id/1398,['Androcur (Bayer)'],['Control of libido in severe hypersexuality and/or sexual deviation in the adult male.'],"['Alcohol', 'Clotrimazole', 'Fingolimod', 'Itraconazole', 'Ketoconazole', 'Pazopanib', 'Phenytoin', 'Rifampin', 'Ritonavir', ""St John\\'s Wort""]"
/drug/id/497,"['Antagonil', 'Cardene (Roche)', 'Dagan', 'Loxen', 'Nicardal', 'Nicodel', 'Ranvil', 'Ridene', 'Rydene']","['Angina', 'hypertension']","['Amprenavir', 'Atazanavir', 'Boceprevir', 'Cobicistat/Elvitegravir/Emtricitabine/Tenofovir Alafenamide', 'Cobicistat/Elvitegravir/Emtricitabine/Tenofovir Disoproxil', 'Delavirdine', 'Epirubicin', 'Imatinib', 'Indinavir', 'Lopinavir', 'Posaconazole', 'Propranolol', 'Telaprevir']"
/drug/id/1218,"['Avaxim (Sanofi Pasteur)', 'Epaxal', 'Havrix (GSK)', 'Vaqta (Merck)']",['Hepatitis A immunization'],['None known']
/drug/id/80,"['Blenoxane (Mead Johnson)', 'Bleo', 'Bleocin', 'Bleomycine', 'Bleomycinum', 'BLM']","['Melanomas', 'sarcomas', 'lymphomas', 'testicular carcinoma']","['Aldesleukin', 'Brentuximab Vedotin']"
/drug/id/3927,['Odomzo (Novartis)'],['Basal cell carcinoma'],"['Atazanavir', 'Carbamazepine', 'Diltiazem', 'Efavirenz', 'Fluconazole', 'Itraconazole', 'Ketoconazole', 'Modafinil', 'Nefazodone', 'Phenobarbital', 'Phenytoin', 'Posaconazole', 'Rifabutin', 'Rifampin', 'Saquinavir', ""St John\\'s Wort"", 'Telithromycin', 'Voriconazole']"
/drug/id/87,"['Wellbutrin (GSK)', 'Zyban (GSK)']","['Depression', 'aid to smoking cessation']","['Amitriptyline', 'Citalopram', 'Cobicistat/Elvitegravir/Emtricitabine/Tenofovir Alafenamide', 'Cobicistat/Elvitegravir/Emtricitabine/Tenofovir Disoproxil', 'Cyclosporine', 'Deutetrabenazine', 'Efavirenz', 'Eluxadoline', 'Erythromycin', 'Escitalopram', 'Isocarboxazid', 'Levodopa', 'Linezolid', 'Lopinavir', 'Lorcaserin', 'Methylphenidate', 'Mifepristone', 'Phenelzine', 'Ritonavir', 'Tranylcypromine', 'Trimipramine', 'Vortioxetine']"
/drug/id/247,"['Adiblastine', 'Adriablastine', 'Adriacin', 'Adriamycin (Bedford)', 'Adriblatina', 'Doxil (Tibotec)', 'Farmablastina', 'Rubex (Mead Johnson)']","['Carcinomas', 'leukemias', 'sarcomas']","['Aldesleukin', 'Cabazitaxel', 'CYP2D6 inhibitors or inducers', 'CYP3A4 inhibitors or inducers', 'Gadobenate', 'P-glycoprotein inhibitors or inducers', 'Paclitaxel', 'Sorafenib', 'Stavudine', 'Trastuzumab', 'Zidovudine']"
/drug/id/1881,"['Daranide', 'Keveyis (Taro)']","['Glaucoma (Daranide)', 'primary hyperkalemic or hypokalemic periodic paralysis (Keveyis)']","['Aspirin', 'Cyclosporine', 'Diflunisal', 'Lithium', 'Metformin', 'Primidone', 'Salicylates', 'Salsalate']"
/drug/id/472,"['Ametycine', 'Mitomycin', 'Mitomycin-C', 'Mitomycine', 'Mutamycin (Bristol-Myers Squibb)']",['Carcinomas'],['Aldesleukin']
/drug/id/1043,"['Cymbalta (Lilly)', 'Yentreve (Lilly)']",['Depression'],"['5HT1 agonists', 'Alcohol', 'Amitriptyline', 'Artemether/Lumefantrine', 'Aspirin', 'Atomoxetine', 'Cimetidine', 'Ciprofloxacin', 'Citalopram', 'Clomipramine', 'CYP1A2 inducers', 'CYP2D6 inhibitors and substrates', 'Darunavir', 'Droperidol', 'Enoxacin', 'Fesoterodine', 'Fluoxetine', 'Fluvoxamine', 'Iobenguane', 'Levomepromazine', 'MAO inhibitors', 'Meperidine', 'Moclobemide', 'Naratriptan', 'Nebivolol', 'NSAIDs', 'Paroxetine Hydrochloride', 'PEG-Interferon', 'Quinidine', 'Sibutramine', 'SSRIs', ""St John\\'s Wort"", 'Tamoxifen', 'Teriflunomide', 'Thioridazine', 'Tramadol', 'Tricyclic antidepressants', 'Tryptophan', 'Venlafaxine', 'Warfarin']"
/drug/id/613,"['Apo-Ranitidine', 'Axoban', 'Azantac', 'Nu-Ranit', 'Raniben', 'Raniplex', 'Ranisen', 'Sostril', 'Zantab', 'Zantac (Concordia)', 'Zantac-C', 'Zantic']",['Duodenal ulcer'],"['Acalabrutinib', 'Alfentanil', 'Delavirdine', 'Fentanyl', 'Gefitinib', 'Metformin', 'Prednisone', 'Rilpivirine', 'Risperidone']"
/drug/id/1216,,['Diphtheria immunization'],['None known']
/drug/id/574,"['Biltricide (Bayer)', 'Cisticid', 'Distocide', 'Flukacide', 'Kalcide', 'Prazite', 'Tecprazin', 'Teniken']",['Helmintic infections'],"['Dexamethasone', 'Efavirenz', 'Oxcarbazepine', 'Rifampin', 'Rifapentine']"
/drug/id/728,"['Azaron', 'PBZ (Novartis)', 'Pyribenzamine', 'Triplen']","['Allergic rhinitis', 'urticaria']","['Alcohol', 'Barbiturates', 'Chloral Hydrate', 'Ethchlorvynol', 'Paraldehyde', 'Phenothiazines']"
/drug/id/415,"['Adasuve (Teva)', 'Desconex', 'Loxapac', 'Loxitane (Watson)']",['Psychoses'],['None known']
/drug/id/299,"['Adofen', 'Apo-Fluoxetine', 'Dom-Fluoxetine', 'Fluctin', 'Fluctine', 'Fludac', 'Fluoxac', 'Fluoxeren', 'Fluxil', 'Fontex', 'Prozac (Lilly)', 'Sarafem (Warner Chilcott)', 'Symbyax (Lilly)']","['Depression', 'obsessive-compulsive disorder']","['Alprazolam', 'Amoxapine', 'Amphetamines', 'Astemizole', 'Clarithromycin', 'Clopidogrel', 'Clozapine', 'Desipramine', 'Deutetrabenazine', 'Dexibuprofen', 'Dextroamphetamine', 'Diethylpropion', 'Droperidol', 'Duloxetine', 'Erythromycin', 'Haloperidol', 'Iloperidone', 'Imipramine', 'Insulin Aspart', 'Insulin Degludec', 'Insulin Glargine', 'Insulin Glulisine', 'Isocarboxazid', 'Linezolid', 'Lithium', 'MAO inhibitors', 'Mazindol', 'Meperidine', 'Methamphetamine', 'Midazolam', 'Moclobemide', 'Nifedipine', 'Nortriptyline', 'Olanzapine', 'PEG-Interferon', 'Phendimetrazine', 'Phenelzine', 'Phentermine', 'Phenylpropanolamine', 'Phenytoin', 'Pimozide', 'Propranolol', 'Pseudoephedrine', 'Rasagiline', 'Risperidone', 'Selegiline', 'Serotonin agonists', 'Sibutramine', ""St John\\'s Wort"", 'Sumatriptan', 'Sympathomimetics', 'Tramadol', 'Tranylcypromine', 'Trazodone', 'Tricyclic antidepressants', 'Troleandomycin', 'Tryptophan', 'Valbenazine', 'Vortioxetine', 'Zolmitriptan']"
/drug/id/1068,['Kepivance (Amgen)'],['Severe oral mucositis in cancer patients'],['Heparin']
/drug/id/650,"['Spara', 'Sparlox', 'Torospar', 'Zagam (LGM Pharma)']",['Community-acquired pneumonia'],"['Amiodarone', 'Amisulpride', 'Amitriptyline', 'Amoxapine', 'Arsenic', 'Bepridil', 'Bretylium', 'Calcium', 'Chlorpromazine', 'Clomipramine', 'Desipramine', 'Disopyramide', 'Doxepin', 'Erythromycin', 'Fluphenazine', 'Imipramine', 'Iron salts', 'Magnesium', 'Mesoridazine', 'Nortriptyline', 'Pentamidine', 'Perphenazine', 'Phenothiazines', 'Pimozide', 'Procainamide', 'Prochlorperazine', 'Promazine', 'Promethazine', 'Protriptyline', 'Quinidine', 'Sotalol', 'Sucralfate', 'Thioridazine', 'Tricyclic antidepressants', 'Trifluoperazine', 'Trimipramine', 'Zinc salts']"
/drug/id/1104,['Cortone (Merck)'],"['Arthralgia', 'dermatoses']","['Chlorpropamide', 'Diuretics', 'Ethambutol', 'Live vaccines', 'Pancuronium', 'Rifampin']"
/drug/id/3247,['Pomalyst (Celgene)'],['Multiple myeloma in patients who have received at least two prior therapies including lenalidomide and bortezomib'],"['Ketoconazole', 'P-glycoprotein', 'Rifampin']"
/drug/id/4327,['Tecentriq (Genentech)'],['Locally advanced or metastatic urothelial carcinoma in patients having disease progression following platinum-containing chemotherapy'],['None known']
/drug/id/176,"['Actacode', 'Calcidrine', 'Cheracol', 'Codicept', 'Codiforton', 'Guiatuss AC', 'Halotussin (Watson)', 'Novahistine DH', 'Nucofed (Monarch)', 'Paveral', 'Robitussin AC (Wyeth)', 'Solcodein', 'Tricodein', 'Tussar-2', 'Tussi-Organidin (MedPointe)']","['Pain', 'cough suppressant']","['Alcohol', 'Cinacalcet', 'CNS depressants', 'Delavirdine', 'MAO inhibitors', 'Mianserin', 'Terbinafine', 'Tipranavir']"
